,DJUSBMT,DJUSNCT,DJUSCYT,DJUSHCT,DJUSINT,DJUSENT,DJUSTCT,DJUSTLT,DJUSUTT,DJUSFNT,gamma_reg,b_weight
2014-03,-0.012446828881461772,0.1693213426600224,0.20562675294693517,0.19940588016630167,0.1115068487150435,0.009118952802974666,0.07725105524189421,0.050222874620688654,0.1525464810564754,0.037446640671126075,0.001,0.5
2014-04,-0.01628059660379086,0.17381786893459075,0.18721171655060903,0.18473707233674747,0.11127224399325292,0.020572188467788275,0.07315436022823385,0.061944838618447615,0.161772217214726,0.041798090259395036,0.001,0.5
2014-05,-0.019979611465775357,0.1778439923599882,0.17449613633189928,0.19269518185887186,0.10305837369833276,0.0437524303697072,0.07057781530958848,0.06005739258112228,0.17662845621969048,0.020869832736574778,0.001,0.5
2014-06,-0.030322105992975926,0.1715792882934365,0.19797147757504846,0.1877910186547373,0.11425973765292037,0.028713433322669946,0.08307842232573662,0.08006179415251574,0.16180003518606234,0.00506689882984878,0.001,0.5
2014-07,-0.024986103662691023,0.1677321138241279,0.19669583529105905,0.18595828460823732,0.10885681409978035,0.04615677919582687,0.07398788136282919,0.07357760489797727,0.16350501449615487,0.008515775886698274,0.001,0.5
2014-08,-0.03402317460132842,0.14903907971834912,0.20993409272695807,0.2032128197654745,0.09529604834947018,0.046043024390007944,0.08712158269130632,0.1053835639336506,0.12942471463992983,0.008568248386181879,0.001,0.5
2014-09,-0.028774777961191655,0.16567112673734746,0.19984910943234585,0.20839897377994693,0.09565562123239356,0.05458300203021795,0.09357411622716524,0.10583480529630296,0.13360909090872175,-0.02840106768325,0.001,0.5
2014-10,-0.0370623828720399,0.16493809928776546,0.19985212500630806,0.2246816954633405,0.09357555994655496,0.030105758022694433,0.09875640698103251,0.11255067595548333,0.12827882851707353,-0.01567676630821281,0.001,0.5
2014-11,-0.031126725565161564,0.15026057351140815,0.19147789740023075,0.2210356766639257,0.10707112259589993,0.0011361800367832992,0.08865067146354316,0.11756768019095086,0.14211625259077332,0.011810671111646347,0.001,0.5
2014-12,-0.03629738882860828,0.15535296282239663,0.19947731638654814,0.21706079178262483,0.1062703904603898,-0.007677194923995247,0.09417484646951325,0.11523078617463016,0.14158946631483516,0.014818023341665612,0.001,0.5
2015-01,-0.043896461905587866,0.1547128977968632,0.21584496150874205,0.2157229460370721,0.10759319385515059,-0.0036608249301804674,0.07850110838447877,0.08801631668244903,0.15668176733769612,0.030484095233316463,0.001,0.5
2015-02,-0.015290429568418987,0.13247681756512075,0.20053197257964162,0.20146623350060466,0.09336359909736575,-0.00896816612313877,0.10396302794634507,0.11215702182500811,0.17563346410238662,0.004666459075085096,0.001,0.5
2015-03,-0.024871903589808467,0.1298475476656139,0.19747338252007796,0.20990828848762821,0.09353364245183574,-0.0034234475906911588,0.10485101505449375,0.12793656997116715,0.158927114067411,0.005817790962272015,0.001,0.5
2015-04,-0.040625912983705686,0.12913631469811954,0.208359929862996,0.23044808197886624,0.09154121059495479,0.0032077816279232063,0.09686770461318255,0.11569056116554279,0.15973160517674267,0.005642723265377889,0.001,0.5
2015-05,-0.02651588787021654,0.1317601664033473,0.18473609509893785,0.24360050305927355,0.06544164056534292,0.016793830329910032,0.10262867911876637,0.13823207942259513,0.14434749848342818,-0.001024604611384837,0.001,0.5
2015-06,-0.020623462930198053,0.1256242721759326,0.15715630902557765,0.2433969783981495,0.06982155732557968,0.029588244727560022,0.10401158899663854,0.12556139136923683,0.14766593584470844,0.017797185066814894,0.001,0.5
2015-07,-0.024489782088557108,0.1236564438893952,0.19624729580480116,0.23804962507564675,0.07408303828849838,0.026960552611636664,0.09145403340324601,0.11979474769506342,0.12374173509537208,0.03050231022489757,0.001,0.5
2015-08,-0.035781139951250804,0.1239300643061264,0.20347987369036952,0.2505132528617264,0.07127527794020815,0.02356392704043543,0.09278168953088337,0.11355837555350777,0.12268852444926337,0.03399015457873045,0.001,0.5
2015-09,-0.0662665520288473,0.12486770237021165,0.20749080537751768,0.23142560517875566,0.09770740763678941,0.02827323574398586,0.10954691247595048,0.10738242598917991,0.11554912661149096,0.04402333064496576,0.001,0.5
2015-10,-0.08012775300945275,0.13725658880747826,0.21625206254225593,0.20502888269668323,0.10534660629826104,0.017007235630487685,0.12187734978062187,0.09842677257625868,0.1322634852204883,0.04666876945691775,0.001,0.5
2015-11,-0.07957981904694221,0.1311412379875538,0.20979142883649365,0.21091157212511052,0.10917614159837534,0.017506941648176323,0.11734017490151778,0.10463840835701675,0.12899672318127184,0.050077190411426234,0.001,0.5
2015-12,-0.07942754686977592,0.12784295457792888,0.18404796518349265,0.22371632354261528,0.10986515661475492,-0.003682189429800073,0.13151574833926344,0.10609174186306278,0.1312872154422251,0.06874263073623302,0.001,0.5
2016-01,-0.08555904884924963,0.13314224573277528,0.197836712271381,0.23822336880228445,0.10678670535319915,-0.023993159198679198,0.13460046160294042,0.10394263789979563,0.13614878506186176,0.05887129132369116,0.001,0.5
